Date,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3
2017-01-01,9.67529861111111,68.51930555555556,0.31514583333333335,121.39077083333333,25.99392361111111,28465.232067083332,17737.791286736112,17868.795180625002
2017-01-02,12.476875,71.45631944444443,0.0765625,120.40448611111111,27.22740972222222,28869.493670625,19557.725430694445,17820.763052708335
2017-01-03,12.100000000000001,74.98166666666667,0.07671527777777779,120.6860138888889,28.574659722222222,30562.447257291667,20057.269503680556,17620.803212916668
2017-01-04,10.509479166666667,75.45979166666666,0.08241666666666667,122.95931944444445,28.827222222222222,30689.831223611112,20102.077001041667,17673.694778680554
2017-01-05,10.866444444444445,71.04048611111111,0.08389583333333334,118.7498611111111,29.7414375,30802.911392847225,20033.941236666666,17664.17670701389
2017-01-06,11.685208333333334,77.25777777777779,0.1459513888888889,63.70045138888889,59.3335625,30712.236287083335,20139.76697027778,17481.084337430555
2017-01-07,12.018819444444444,76.21708333333333,0.08293055555555556,88.99876388888889,48.84979166666667,30612.70042166667,19252.431610555555,17985.943774791667
2017-01-08,14.724652777777777,69.1092361111111,0.08130555555555556,71.08220833333333,46.38775694444445,29559.915611944445,17221.124619930557,17810.60240951389
2017-01-09,15.490138888888888,68.33236111111111,0.0741736111111111,110.43366666666667,55.82734027777778,30540.253164583333,19102.634245138892,17417.79116465278
2017-01-10,14.019583333333333,75.67840277777778,0.07829166666666666,112.49841666666667,47.99520138888889,31863.291138333334,19405.268490000002,17425.341365555556
2017-01-11,13.28173611111111,66.88777777777779,0.08498611111111111,105.36074305555556,55.91807638888889,31057.763713194447,18717.426544583333,17307.590361249997
2017-01-12,13.895555555555555,75.76416666666667,0.07680555555555556,101.71785416666665,70.149,32075.94936736111,19837.234041944444,17507.389558402778
2017-01-13,14.630625,81.34305555555555,0.07468055555555556,60.06761805555555,61.13746527777778,31476.075949375,19515.62816576389,17051.686747083335
2017-01-14,14.98798611111111,68.53708333333333,0.08289583333333334,63.073763888888884,56.10359027777778,30834.683544375002,18788.627153194444,17716.144578194442
2017-01-15,14.23263888888889,70.70347222222222,0.08275694444444444,114.76560416666666,87.08761805555555,26771.5189875,19632.624113333335,17620.04016076389
2017-01-16,13.365972222222222,61.189097222222216,0.08178472222222223,88.96383333333333,91.19340277777778,30587.257384166664,19720.8713275,17505.943775069445
2017-01-17,11.371736111111112,63.79208333333333,0.08415972222222222,127.43204861111111,128.3338611111111,31831.64557,19180.547112430555,17854.979919583333
2017-01-18,13.681388888888888,52.67979166666667,0.08309027777777778,63.72349305555555,65.34704861111112,32860.50632868055,21175.607902916665,18573.493975972222
2017-01-19,11.641875,67.79041666666666,0.0843125,58.05861111111111,59.19175694444444,32140.210970208333,20905.952381249997,18239.919678749997
2017-01-20,11.16986111111111,60.58222222222222,0.8279861111111111,72.23779861111112,75.507625,31783.164557291668,20637.38601847222,17631.566265347225
2017-01-21,11.184236111111112,62.97277777777778,0.33011111111111113,130.4620486111111,141.76535416666667,31928.016877708335,20048.86018236111,18346.10441777778
2017-01-22,12.839097222222222,63.60173611111111,0.08417361111111112,57.78878472222222,58.98938888888889,30921.687763402777,16761.271529840276,17849.23694763889
2017-01-23,11.418055555555556,71.93284722222222,0.08452083333333332,129.0916736111111,140.99372222222223,32505.400843333337,19702.203647777776,18078.87550222222
2017-01-24,10.841402777777779,60.18784722222222,0.08524999999999999,144.54821527777779,161.29555555555555,31583.24894527778,19651.671732500003,17995.220883888887
2017-01-25,9.884284722222223,61.5176388888889,0.9647916666666667,145.4972013888889,162.4507986111111,32303.670886249998,20058.308003680555,17658.955823194447
2017-01-26,11.22036111111111,68.71520833333334,0.08495833333333333,142.46874305555556,86.33370138888888,32694.641350416667,20066.464032569445,18061.20481923611
2017-01-27,11.854840277777777,71.71111111111111,0.08701388888888889,140.2434861111111,32.01271527777778,32296.751054166667,20191.69199576389,17724.016064444444
2017-01-28,13.521388888888888,59.90111111111111,2.8145416666666665,143.50805555555556,30.511618055555555,31298.227847986112,19075.101317152777,17792.891566319442
2017-01-29,14.560069444444444,60.06652777777778,4.917513888888888,143.11444444444444,52.51061111111111,29260.590717638886,16838.221884444443,17504.698794930555
2017-01-30,16.618680555555557,68.65555555555555,4.915354166666667,70.37559722222221,62.82386805555556,31524.008438819445,18932.953394444445,17577.991967569444
2017-01-31,15.267569444444446,70.53381944444445,4.916673611111111,50.24169444444445,50.89472222222222,31593.966244652776,19179.103343541665,17762.00803215278
2017-02-01,11.241597222222222,56.077708333333334,4.9198055555555555,163.06277083333333,177.60451388888887,31374.194915347223,19077.127659166665,17562.572864444446
2017-02-02,11.112590277777777,60.56298611111111,4.91675,113.11616666666666,118.67217361111112,31880.932203333334,19304.22999,17783.236180972224
